date,region,product,customer_segment,revenue,units
2026-01-13,North America,Data Connector,Enterprise,4296.81,1
2026-01-13,APAC,Insight Pro,Mid-Market,1030.66,2
2026-01-13,North America,Data Connector,Enterprise,3446.02,1
2026-01-14,North America,Dashboard Builder,Mid-Market,894.11,4
2026-01-14,North America,Dashboard Builder,Enterprise,5223.96,1
2026-01-14,Europe,Data Connector,Mid-Market,913.73,4
2026-01-14,North America,Analytics Suite,Enterprise,5440.75,2
2026-01-15,North America,Analytics Suite,Enterprise,3307.49,1
2026-01-15,North America,Data Connector,Mid-Market,1552.78,1
2026-01-15,Europe,Insight Pro,Mid-Market,1381.5,4
2026-01-16,LATAM,Insight Pro,Mid-Market,1051.37,3
2026-01-16,North America,Data Connector,Enterprise,4819.99,1
2026-01-16,North America,Data Connector,Enterprise,2069.89,2
2026-01-16,Europe,Data Connector,SMB,432.59,1
2026-01-16,Europe,Insight Pro,Enterprise,4361.75,1
2026-01-16,APAC,Dashboard Builder,SMB,205.25,2
2026-01-16,North America,Data Connector,Mid-Market,1242.13,1
2026-01-16,APAC,Data Connector,Mid-Market,873.07,7
2026-01-16,Europe,Analytics Suite,Mid-Market,1152.07,3
2026-01-16,APAC,Data Connector,SMB,452.73,3
2026-01-17,North America,Data Connector,Enterprise,4760.87,3
2026-01-17,APAC,Data Connector,SMB,283.07,1
2026-01-17,North America,Dashboard Builder,Mid-Market,1064.49,2
2026-01-17,North America,Data Connector,SMB,353.62,5
2026-01-17,North America,Analytics Suite,Mid-Market,1141.35,5
2026-01-18,North America,Dashboard Builder,Mid-Market,1184.29,3
2026-01-18,North America,Analytics Suite,SMB,292.27,2
2026-01-19,APAC,Data Connector,Mid-Market,1604.97,1
2026-01-19,Europe,Insight Pro,SMB,362.77,2
2026-01-20,North America,Dashboard Builder,Enterprise,3824.09,1
2026-01-20,APAC,Insight Pro,SMB,283.31,3
2026-01-20,Europe,Analytics Suite,SMB,255.79,3
2026-01-20,Europe,Insight Pro,Mid-Market,1761.87,2
2026-01-20,North America,Analytics Suite,SMB,402.46,4
2026-01-21,APAC,Insight Pro,Mid-Market,1133.25,7
2026-01-21,Europe,Data Connector,Enterprise,4412.9,3
2026-01-21,North America,Analytics Suite,Mid-Market,978.55,3
2026-01-22,North America,Data Connector,SMB,321.09,5
2026-01-22,North America,Data Connector,Mid-Market,1187.89,2
2026-01-22,Europe,Dashboard Builder,Enterprise,4271.26,3
2026-01-22,APAC,Analytics Suite,Mid-Market,1495.88,7
2026-01-22,APAC,Dashboard Builder,SMB,328.56,5
2026-01-22,Europe,Analytics Suite,SMB,352.36,4
2026-01-22,North America,Dashboard Builder,SMB,399.44,2
2026-01-23,Europe,Data Connector,SMB,340.73,2
2026-01-23,Europe,Data Connector,SMB,447.76,1
2026-01-23,APAC,Dashboard Builder,Mid-Market,854.29,6
2026-01-23,North America,Insight Pro,Mid-Market,1382.89,6
2026-01-24,North America,Insight Pro,SMB,235.94,2
2026-01-24,Europe,Insight Pro,Enterprise,3579.75,1
2026-01-24,North America,Insight Pro,Enterprise,3649.98,1
2026-01-24,APAC,Insight Pro,Mid-Market,771.32,4
2026-01-24,Europe,Data Connector,Mid-Market,1555.71,1
2026-01-24,North America,Data Connector,Mid-Market,1573.2,3
2026-01-24,Europe,Dashboard Builder,SMB,508.96,1
2026-01-24,North America,Data Connector,SMB,457.56,1
2026-01-25,Europe,Analytics Suite,Mid-Market,1115.98,2
2026-01-25,North America,Data Connector,SMB,325.64,2
2026-01-25,North America,Dashboard Builder,SMB,370.88,3
2026-01-25,APAC,Insight Pro,Mid-Market,1444.9,3
2026-01-25,LATAM,Data Connector,Enterprise,3460.21,1
2026-01-26,Europe,Dashboard Builder,Mid-Market,1022.76,3
2026-01-27,APAC,Dashboard Builder,SMB,384.76,4
2026-01-27,North America,Dashboard Builder,Enterprise,3185.21,2
2026-01-27,North America,Insight Pro,SMB,261.48,2
2026-01-27,Europe,Analytics Suite,SMB,211.05,4
2026-01-27,North America,Insight Pro,Mid-Market,1630.58,3
2026-01-27,APAC,Analytics Suite,Mid-Market,1180.5,8
2026-01-27,North America,Analytics Suite,Enterprise,3706.81,1
2026-01-27,North America,Data Connector,Mid-Market,1263.75,1
2026-01-28,APAC,Dashboard Builder,Mid-Market,1533.27,3
2026-01-28,LATAM,Insight Pro,Mid-Market,1243.95,1
2026-01-29,LATAM,Analytics Suite,Mid-Market,1148.09,1
2026-01-29,North America,Data Connector,Enterprise,3321.15,1
2026-01-29,North America,Insight Pro,Enterprise,4480.61,1
2026-01-29,Europe,Analytics Suite,SMB,334.84,4
2026-01-29,North America,Analytics Suite,Mid-Market,1033.47,2
2026-01-29,North America,Dashboard Builder,Mid-Market,682.85,2
2026-01-29,APAC,Analytics Suite,Mid-Market,1583.03,4
2026-01-30,North America,Analytics Suite,Enterprise,3920.11,1
2026-01-30,Europe,Analytics Suite,Mid-Market,1491.07,4
2026-01-30,Europe,Dashboard Builder,SMB,268.41,3
2026-01-30,Europe,Data Connector,Enterprise,5033.29,3
2026-01-30,North America,Analytics Suite,Mid-Market,1479.22,1
2026-01-30,APAC,Analytics Suite,Mid-Market,1508.54,5
2026-01-31,North America,Dashboard Builder,Enterprise,5337.88,1
2026-01-31,Europe,Insight Pro,Mid-Market,1507.6,1
2026-01-31,Europe,Insight Pro,Mid-Market,1226.18,1
2026-01-31,North America,Insight Pro,SMB,230.87,7
2026-01-31,Europe,Data Connector,Enterprise,3745.5,2
2026-01-31,APAC,Insight Pro,Enterprise,4088.22,2
2026-01-31,North America,Data Connector,Enterprise,4519.67,2
2026-02-01,Europe,Analytics Suite,Enterprise,4860.62,2
2026-02-01,North America,Analytics Suite,SMB,196.97,6
2026-02-01,Europe,Analytics Suite,Mid-Market,1271.22,8
2026-02-01,APAC,Dashboard Builder,Mid-Market,1104.3,5
2026-02-01,North America,Dashboard Builder,Mid-Market,750.42,1
2026-02-01,APAC,Dashboard Builder,Enterprise,3576.78,1
2026-02-01,North America,Analytics Suite,SMB,272.66,3
2026-02-02,LATAM,Dashboard Builder,Enterprise,3097.96,1
2026-02-02,Europe,Data Connector,Enterprise,3193.06,1
2026-02-02,North America,Dashboard Builder,Mid-Market,1877.1,2
2026-02-02,Europe,Analytics Suite,Enterprise,3790.75,1
2026-02-03,LATAM,Insight Pro,SMB,308.98,2
2026-02-03,North America,Dashboard Builder,SMB,364.59,2
2026-02-03,Europe,Analytics Suite,Mid-Market,1209.55,1
2026-02-03,Europe,Data Connector,SMB,303.07,1
2026-02-04,North America,Insight Pro,Mid-Market,1159.79,5
2026-02-04,APAC,Data Connector,Mid-Market,1256.56,2
2026-02-04,North America,Analytics Suite,Mid-Market,1366.69,2
2026-02-04,APAC,Insight Pro,Enterprise,4613.24,1
2026-02-04,Europe,Data Connector,Mid-Market,1213.99,1
2026-02-04,North America,Insight Pro,Mid-Market,782.8,1
2026-02-04,North America,Insight Pro,Mid-Market,1046.87,5
2026-02-04,Europe,Insight Pro,Enterprise,4621.02,1
2026-02-05,APAC,Analytics Suite,Enterprise,2432.67,1
2026-02-05,LATAM,Insight Pro,Enterprise,6007.45,1
2026-02-05,North America,Insight Pro,SMB,216.81,4
2026-02-05,LATAM,Data Connector,Mid-Market,959.06,4
2026-02-05,North America,Analytics Suite,SMB,423.1,5
2026-02-05,North America,Dashboard Builder,SMB,421.02,4
2026-02-06,Europe,Analytics Suite,Mid-Market,986.66,2
2026-02-06,APAC,Analytics Suite,Enterprise,2453.82,1
2026-02-06,North America,Dashboard Builder,Mid-Market,982.51,3
2026-02-06,Europe,Dashboard Builder,Mid-Market,1674.82,3
2026-02-06,Europe,Dashboard Builder,Enterprise,3261.46,1
2026-02-06,Europe,Insight Pro,Mid-Market,1739.3,1
2026-02-06,LATAM,Dashboard Builder,SMB,366.58,4
2026-02-06,APAC,Dashboard Builder,SMB,465.94,3
2026-02-07,North America,Dashboard Builder,Enterprise,5105.23,1
2026-02-07,APAC,Dashboard Builder,Mid-Market,1631.43,2
2026-02-07,North America,Insight Pro,SMB,339.48,1
2026-02-07,Europe,Insight Pro,Mid-Market,1079.3,4
2026-02-08,Europe,Dashboard Builder,Mid-Market,1790.17,1
2026-02-08,North America,Analytics Suite,Mid-Market,1339.68,5
2026-02-08,North America,Data Connector,SMB,374.64,2
2026-02-08,Europe,Dashboard Builder,Enterprise,2564.25,2
2026-02-09,Europe,Data Connector,SMB,242.54,2
2026-02-09,North America,Data Connector,Mid-Market,918.04,5
2026-02-09,APAC,Data Connector,SMB,322.8,5
2026-02-09,Europe,Analytics Suite,Mid-Market,1068.33,3
2026-02-09,North America,Insight Pro,Enterprise,4022.7,2
2026-02-09,APAC,Insight Pro,Enterprise,3924.62,1
2026-02-09,APAC,Dashboard Builder,SMB,302.49,1
2026-02-09,APAC,Dashboard Builder,Mid-Market,1554.61,4
2026-02-09,North America,Analytics Suite,Mid-Market,1234.35,3
2026-02-09,Europe,Dashboard Builder,Mid-Market,1435.28,8
2026-02-09,North America,Data Connector,SMB,278.75,4
2026-02-09,APAC,Insight Pro,SMB,367.05,1
2026-02-10,North America,Dashboard Builder,SMB,351.98,6
2026-02-10,North America,Analytics Suite,Mid-Market,1444.09,1
2026-02-10,North America,Dashboard Builder,Enterprise,3881.35,1
2026-02-10,APAC,Data Connector,SMB,254.37,5
2026-02-10,North America,Analytics Suite,SMB,379.25,2
2026-02-10,LATAM,Dashboard Builder,Enterprise,3307.41,1
2026-02-10,North America,Insight Pro,Enterprise,4716.35,2
2026-02-10,APAC,Insight Pro,Mid-Market,946.73,4
2026-02-10,APAC,Insight Pro,Mid-Market,1322.56,8
2026-02-11,North America,Dashboard Builder,Mid-Market,1310.34,2
2026-02-11,North America,Data Connector,Mid-Market,1222.42,2
2026-02-11,North America,Analytics Suite,SMB,401.49,1
2026-02-11,APAC,Analytics Suite,Enterprise,4073.9,1
2026-02-12,APAC,Analytics Suite,Mid-Market,1624.42,1
2026-02-12,LATAM,Insight Pro,SMB,279.76,3
2026-02-12,Europe,Analytics Suite,SMB,426.98,3
2026-02-12,North America,Analytics Suite,Mid-Market,1818.81,5
2026-02-13,Europe,Analytics Suite,Enterprise,4077.69,1
2026-02-13,North America,Analytics Suite,SMB,279.51,2
2026-02-13,North America,Dashboard Builder,Mid-Market,1723.45,3
2026-02-13,North America,Dashboard Builder,Enterprise,5772.04,1
2026-02-13,Europe,Insight Pro,Mid-Market,964.53,1
2026-02-13,Europe,Insight Pro,Mid-Market,1586.96,3
2026-02-13,North America,Analytics Suite,Enterprise,4353.38,1
2026-02-14,North America,Data Connector,Mid-Market,791.7,7
2026-02-14,North America,Data Connector,Enterprise,4652.19,1
2026-02-14,Europe,Analytics Suite,Mid-Market,1656.76,3
2026-02-14,APAC,Dashboard Builder,Enterprise,3922.01,1
2026-02-14,LATAM,Data Connector,SMB,371.33,3
2026-02-14,Europe,Insight Pro,SMB,307.51,4
2026-02-14,Europe,Dashboard Builder,SMB,270.48,3
2026-02-14,North America,Insight Pro,Mid-Market,813.97,1
2026-02-15,North America,Dashboard Builder,SMB,390.21,5
2026-02-15,North America,Insight Pro,Enterprise,5508.95,1
2026-02-15,Europe,Insight Pro,Mid-Market,1261.6,2
2026-02-15,North America,Insight Pro,Mid-Market,1382.21,3
2026-02-15,Europe,Dashboard Builder,Enterprise,3522.21,1
2026-02-15,LATAM,Insight Pro,SMB,306.91,3
2026-02-15,North America,Dashboard Builder,Enterprise,4297.49,1
2026-02-15,Europe,Analytics Suite,SMB,222.08,3
2026-02-16,Europe,Data Connector,Mid-Market,1455.96,3
2026-02-16,North America,Insight Pro,Mid-Market,1598.3,4
2026-02-16,North America,Insight Pro,Enterprise,6147.49,1
2026-02-16,APAC,Dashboard Builder,Enterprise,4456.5,2
2026-02-17,North America,Analytics Suite,Mid-Market,1504.67,4
2026-02-17,LATAM,Data Connector,Enterprise,5595.05,1
2026-02-17,APAC,Analytics Suite,Mid-Market,1262.54,4
2026-02-17,Europe,Data Connector,Mid-Market,1588.79,3
2026-02-18,Europe,Dashboard Builder,SMB,262.98,1
2026-02-18,North America,Dashboard Builder,Enterprise,5121.52,1
2026-02-18,North America,Data Connector,Mid-Market,1586.14,4
2026-02-18,North America,Analytics Suite,Mid-Market,1214.52,1
2026-02-18,North America,Insight Pro,Mid-Market,1503.24,2
2026-02-18,LATAM,Dashboard Builder,Mid-Market,716.25,4
2026-02-19,North America,Analytics Suite,SMB,311.1,3
2026-02-19,North America,Data Connector,SMB,418.68,4
2026-02-19,North America,Data Connector,Mid-Market,1326.37,3
2026-02-19,APAC,Analytics Suite,Mid-Market,1542.22,3
2026-02-19,Europe,Insight Pro,Enterprise,6646.01,1
2026-02-20,APAC,Dashboard Builder,Mid-Market,1778.06,1
2026-02-20,LATAM,Analytics Suite,Mid-Market,978.77,4
2026-02-20,APAC,Dashboard Builder,Mid-Market,1254.12,2
2026-02-20,North America,Dashboard Builder,SMB,374.28,3
2026-02-20,North America,Data Connector,Enterprise,3554.21,1
2026-02-20,LATAM,Analytics Suite,SMB,335.65,3
2026-02-20,Europe,Insight Pro,Mid-Market,1271.07,6
2026-02-20,North America,Data Connector,Enterprise,5609.4,1
2026-02-21,North America,Analytics Suite,Enterprise,5003.61,1
2026-02-21,North America,Dashboard Builder,Mid-Market,1366.5,4
2026-02-21,Europe,Insight Pro,SMB,209.51,2
2026-02-21,North America,Insight Pro,SMB,332.93,2
2026-02-22,North America,Insight Pro,Enterprise,3562.84,1
2026-02-22,Europe,Data Connector,SMB,441.35,2
2026-02-22,North America,Dashboard Builder,SMB,267.65,3
2026-02-22,APAC,Data Connector,Enterprise,4539.55,1
2026-02-22,Europe,Analytics Suite,Mid-Market,1332.03,4
2026-02-23,APAC,Data Connector,SMB,390.28,6
2026-02-23,APAC,Insight Pro,Mid-Market,1176.31,3
2026-02-23,APAC,Analytics Suite,Enterprise,3689.46,1
2026-02-23,Europe,Analytics Suite,SMB,258.55,2
2026-02-23,North America,Insight Pro,Enterprise,4392.95,2
2026-02-23,LATAM,Dashboard Builder,SMB,388.69,1
2026-02-23,Europe,Dashboard Builder,Mid-Market,1336.76,2
2026-02-23,Europe,Analytics Suite,Mid-Market,1370.0,3
2026-02-23,APAC,Dashboard Builder,Enterprise,5614.75,1
2026-02-23,Europe,Data Connector,Enterprise,6380.75,1
2026-02-23,North America,Data Connector,SMB,470.83,5
2026-02-24,APAC,Analytics Suite,Enterprise,4237.28,1
2026-02-24,North America,Analytics Suite,SMB,440.22,1
2026-02-24,APAC,Insight Pro,Mid-Market,1054.85,3
2026-02-24,North America,Dashboard Builder,SMB,306.15,3
2026-02-24,APAC,Dashboard Builder,Mid-Market,1298.21,4
2026-02-24,Europe,Analytics Suite,SMB,372.35,2
2026-02-24,LATAM,Data Connector,Enterprise,3968.86,3
2026-02-25,APAC,Insight Pro,Enterprise,5573.89,1
2026-02-25,North America,Data Connector,Enterprise,6265.49,2
2026-02-25,APAC,Insight Pro,Mid-Market,1460.18,2
2026-02-25,Europe,Data Connector,SMB,274.08,5
2026-02-25,LATAM,Data Connector,Mid-Market,1258.38,5
2026-02-25,Europe,Analytics Suite,Enterprise,5128.52,1
2026-02-25,North America,Insight Pro,SMB,311.15,2
2026-02-26,Europe,Dashboard Builder,Mid-Market,1363.9,6
2026-02-26,APAC,Dashboard Builder,Mid-Market,1629.73,1
2026-02-26,Europe,Analytics Suite,Mid-Market,1194.48,3
2026-02-26,LATAM,Dashboard Builder,Enterprise,4758.87,2
2026-02-26,Europe,Insight Pro,Enterprise,5678.73,1
2026-02-26,North America,Dashboard Builder,Enterprise,5103.07,2
2026-02-26,Europe,Data Connector,Mid-Market,1812.23,3
2026-02-26,North America,Data Connector,Mid-Market,1326.65,3
2026-02-26,LATAM,Insight Pro,SMB,279.15,5
2026-02-26,North America,Dashboard Builder,SMB,364.32,1
2026-02-27,North America,Insight Pro,Mid-Market,1528.21,2
2026-02-27,North America,Insight Pro,Mid-Market,1068.73,1
2026-02-27,Europe,Dashboard Builder,Enterprise,3696.43,1
2026-02-28,North America,Analytics Suite,Enterprise,5091.64,1
2026-02-28,North America,Analytics Suite,Enterprise,2672.92,1
2026-02-28,Europe,Analytics Suite,SMB,265.45,5
2026-02-28,LATAM,Analytics Suite,SMB,302.67,2
2026-02-28,North America,Analytics Suite,Mid-Market,1674.58,3
2026-02-28,North America,Data Connector,Mid-Market,1179.71,6
2026-03-01,Europe,Analytics Suite,SMB,293.74,4
2026-03-01,Europe,Data Connector,Mid-Market,976.43,4
2026-03-01,North America,Insight Pro,Enterprise,3386.82,3
2026-03-01,Europe,Analytics Suite,SMB,497.22,2
2026-03-01,Europe,Insight Pro,Mid-Market,1766.17,1
2026-03-01,North America,Analytics Suite,SMB,377.97,1
2026-03-02,North America,Data Connector,SMB,356.32,3
2026-03-02,Europe,Insight Pro,Enterprise,5118.47,1
2026-03-02,Europe,Insight Pro,Mid-Market,977.88,5
2026-03-02,Europe,Analytics Suite,SMB,418.36,2
2026-03-02,Europe,Insight Pro,Mid-Market,1220.54,4
2026-03-02,LATAM,Dashboard Builder,Mid-Market,1586.36,3
2026-03-02,North America,Insight Pro,Enterprise,5605.15,3
2026-03-02,Europe,Analytics Suite,Enterprise,2556.11,2
2026-03-02,Europe,Insight Pro,SMB,450.94,2
2026-03-02,North America,Data Connector,Enterprise,5321.24,1
2026-03-03,APAC,Analytics Suite,Enterprise,3229.92,1
2026-03-03,North America,Data Connector,Mid-Market,1493.41,2
2026-03-03,North America,Dashboard Builder,SMB,386.04,6
2026-03-03,Europe,Analytics Suite,Mid-Market,1566.83,1
2026-03-03,APAC,Data Connector,Mid-Market,1529.44,1
2026-03-03,North America,Dashboard Builder,Enterprise,4864.48,1
2026-03-03,North America,Data Connector,SMB,288.77,2
2026-03-03,APAC,Data Connector,Mid-Market,1316.92,3
2026-03-04,APAC,Data Connector,SMB,472.59,5
2026-03-04,North America,Data Connector,Enterprise,4916.82,1
2026-03-04,APAC,Insight Pro,Mid-Market,1859.02,3
2026-03-04,North America,Dashboard Builder,Enterprise,5675.38,1
2026-03-04,North America,Analytics Suite,SMB,274.48,9
2026-03-04,North America,Data Connector,SMB,333.84,6
2026-03-04,APAC,Insight Pro,SMB,376.86,6
2026-03-04,APAC,Analytics Suite,Enterprise,4939.38,1
2026-03-04,Europe,Data Connector,SMB,382.47,2
2026-03-05,North America,Dashboard Builder,Mid-Market,1054.53,2
2026-03-05,APAC,Analytics Suite,Mid-Market,1931.89,4
2026-03-05,APAC,Analytics Suite,Mid-Market,1184.05,8
2026-03-05,APAC,Insight Pro,Mid-Market,1354.54,2
2026-03-05,North America,Dashboard Builder,Mid-Market,1146.79,1
2026-03-05,North America,Dashboard Builder,Enterprise,6219.75,1
2026-03-06,Europe,Analytics Suite,SMB,236.26,2
2026-03-06,APAC,Dashboard Builder,Enterprise,2898.36,1
2026-03-07,Europe,Insight Pro,SMB,338.11,5
2026-03-07,Europe,Dashboard Builder,Mid-Market,1836.39,3
2026-03-07,LATAM,Analytics Suite,Mid-Market,1000.09,3
2026-03-07,North America,Insight Pro,Enterprise,4406.47,1
2026-03-08,North America,Insight Pro,SMB,360.98,1
2026-03-08,North America,Dashboard Builder,Enterprise,5691.96,1
2026-03-08,Europe,Analytics Suite,SMB,253.92,4
2026-03-09,North America,Analytics Suite,SMB,281.21,4
2026-03-09,North America,Analytics Suite,Enterprise,4064.87,1
2026-03-09,North America,Analytics Suite,Enterprise,5975.65,2
2026-03-09,LATAM,Dashboard Builder,Enterprise,4143.25,1
2026-03-09,North America,Dashboard Builder,Mid-Market,1689.08,1
2026-03-09,Europe,Data Connector,Mid-Market,1521.86,6
2026-03-09,North America,Insight Pro,Mid-Market,1553.07,3
2026-03-09,North America,Data Connector,Mid-Market,1043.29,2
2026-03-09,APAC,Data Connector,Enterprise,4610.32,1
2026-03-10,North America,Data Connector,Enterprise,3883.61,1
2026-03-10,North America,Analytics Suite,Enterprise,4288.73,1
2026-03-10,APAC,Data Connector,Enterprise,4051.02,3
2026-03-10,Europe,Insight Pro,SMB,486.63,4
2026-03-10,North America,Analytics Suite,Enterprise,3552.8,1
2026-03-10,Europe,Analytics Suite,Enterprise,5952.73,1
2026-03-10,APAC,Insight Pro,Enterprise,25537.800000000003,3
2026-03-10,APAC,Insight Pro,SMB,2112.66,6
2026-03-10,APAC,Insight Pro,Enterprise,25869.72,2
2026-03-10,APAC,Data Connector,Enterprise,3748.13,3
2026-03-10,APAC,Data Connector,Mid-Market,2020.91,1
2026-03-11,Europe,Data Connector,Mid-Market,1442.87,2
2026-03-11,Europe,Data Connector,Mid-Market,1926.1,1
2026-03-11,Europe,Data Connector,SMB,276.34,3
2026-03-11,Europe,Dashboard Builder,Enterprise,6946.4,1
2026-03-11,North America,Data Connector,SMB,317.09,6
2026-03-11,North America,Insight Pro,Enterprise,3035.53,1
2026-03-11,North America,Insight Pro,SMB,331.68,4
2026-03-11,Europe,Data Connector,Enterprise,4278.65,1
2026-03-11,Europe,Analytics Suite,SMB,415.83,4
2026-03-12,LATAM,Insight Pro,SMB,342.37,5
2026-03-12,LATAM,Data Connector,Enterprise,4407.07,1
2026-03-12,North America,Data Connector,SMB,445.98,2
2026-03-13,Europe,Data Connector,Enterprise,3729.27,1
2026-03-13,LATAM,Data Connector,SMB,353.37,1
2026-03-13,APAC,Insight Pro,Mid-Market,9299.82,6
2026-03-13,APAC,Analytics Suite,Enterprise,6045.76,1
2026-03-13,APAC,Data Connector,Mid-Market,1293.12,4
2026-03-13,North America,Data Connector,Enterprise,4865.37,2
2026-03-14,LATAM,Insight Pro,Enterprise,4719.59,2
2026-03-14,APAC,Data Connector,Enterprise,2831.35,1
2026-03-14,Europe,Data Connector,SMB,391.39,3
2026-03-14,North America,Dashboard Builder,SMB,413.11,1
2026-03-14,North America,Analytics Suite,Enterprise,5093.66,2
2026-03-15,North America,Data Connector,Mid-Market,913.59,2
2026-03-15,Europe,Data Connector,SMB,304.8,1
2026-03-15,Europe,Analytics Suite,Mid-Market,1599.75,2
2026-03-16,North America,Dashboard Builder,Enterprise,4425.25,4
2026-03-16,APAC,Dashboard Builder,Mid-Market,1478.29,3
2026-03-16,APAC,Dashboard Builder,SMB,412.8,4
2026-03-16,APAC,Data Connector,SMB,327.63,5
2026-03-17,Europe,Dashboard Builder,SMB,352.23,3
2026-03-17,Europe,Analytics Suite,SMB,378.06,2
2026-03-17,North America,Insight Pro,Mid-Market,1461.93,6
2026-03-17,APAC,Analytics Suite,SMB,221.84,4
2026-03-17,North America,Data Connector,Enterprise,6486.59,1
2026-03-17,Europe,Dashboard Builder,Mid-Market,998.05,4
2026-03-18,APAC,Analytics Suite,Mid-Market,1598.95,1
2026-03-18,Europe,Dashboard Builder,Mid-Market,1504.98,3
2026-03-18,APAC,Insight Pro,Mid-Market,1804.92,8
2026-03-19,North America,Analytics Suite,SMB,289.06,2
2026-03-19,APAC,Dashboard Builder,Enterprise,3688.24,1
2026-03-19,LATAM,Analytics Suite,SMB,346.12,3
2026-03-19,Europe,Insight Pro,Mid-Market,1538.14,1
2026-03-19,North America,Data Connector,Mid-Market,1212.92,3
2026-03-20,LATAM,Dashboard Builder,Enterprise,6486.63,1
2026-03-20,Europe,Dashboard Builder,SMB,443.19,1
2026-03-20,APAC,Data Connector,Mid-Market,1244.59,1
2026-03-20,North America,Data Connector,Enterprise,6495.29,1
2026-03-20,North America,Insight Pro,Mid-Market,1434.45,3
2026-03-20,North America,Analytics Suite,Enterprise,3214.77,2
2026-03-20,LATAM,Insight Pro,SMB,275.23,1
2026-03-21,Europe,Data Connector,SMB,292.91,1
2026-03-21,North America,Insight Pro,SMB,288.9,2
2026-03-21,Europe,Dashboard Builder,SMB,348.57,2
2026-03-21,Europe,Dashboard Builder,SMB,275.15,3
2026-03-21,APAC,Analytics Suite,SMB,386.79,8
2026-03-21,Europe,Analytics Suite,Mid-Market,1281.18,1
2026-03-22,LATAM,Dashboard Builder,Mid-Market,1415.39,3
2026-03-22,North America,Insight Pro,Mid-Market,1725.02,2
2026-03-22,North America,Dashboard Builder,SMB,390.7,2
2026-03-22,North America,Dashboard Builder,Mid-Market,1432.12,1
2026-03-22,APAC,Dashboard Builder,Mid-Market,1294.45,3
2026-03-22,North America,Dashboard Builder,SMB,492.77,4
2026-03-22,North America,Insight Pro,SMB,379.15,5
2026-03-23,APAC,Dashboard Builder,Mid-Market,1404.97,2
2026-03-23,North America,Dashboard Builder,SMB,322.55,1
2026-03-23,North America,Analytics Suite,Mid-Market,1201.93,2
2026-03-23,North America,Analytics Suite,Mid-Market,1478.45,4
2026-03-23,Europe,Dashboard Builder,Enterprise,4151.48,1
2026-03-23,LATAM,Data Connector,Mid-Market,873.96,2
2026-03-23,North America,Data Connector,Enterprise,3596.41,1
2026-03-24,Europe,Insight Pro,Mid-Market,1394.49,4
2026-03-24,North America,Analytics Suite,Mid-Market,1889.2,2
2026-03-24,APAC,Data Connector,Mid-Market,1504.58,3
2026-03-24,North America,Insight Pro,Mid-Market,1825.19,3
2026-03-24,North America,Insight Pro,SMB,444.31,3
2026-03-24,North America,Insight Pro,Mid-Market,1481.46,3
2026-03-25,North America,Analytics Suite,Mid-Market,962.48,5
2026-03-25,Europe,Data Connector,Mid-Market,1703.86,2
2026-03-25,APAC,Data Connector,Mid-Market,1324.02,5
2026-03-25,Europe,Dashboard Builder,Mid-Market,1483.96,2
2026-03-25,APAC,Dashboard Builder,Mid-Market,1483.42,1
2026-03-25,Europe,Insight Pro,Mid-Market,1181.94,6
2026-03-25,North America,Analytics Suite,Mid-Market,1331.1,1
2026-03-25,North America,Data Connector,SMB,327.44,6
2026-03-26,LATAM,Insight Pro,Mid-Market,1452.64,1
2026-03-26,Europe,Dashboard Builder,Mid-Market,1535.09,2
2026-03-26,Europe,Analytics Suite,Enterprise,3704.88,4
2026-03-26,Europe,Dashboard Builder,SMB,432.8,5
2026-03-26,North America,Analytics Suite,Mid-Market,1655.77,3
2026-03-26,North America,Insight Pro,Mid-Market,1057.19,2
2026-03-26,APAC,Analytics Suite,Enterprise,4244.83,1
2026-03-26,North America,Dashboard Builder,Enterprise,3508.22,1
2026-03-26,North America,Insight Pro,Enterprise,4502.07,1
2026-03-27,Europe,Insight Pro,Enterprise,4392.8,2
2026-03-27,North America,Data Connector,Mid-Market,1221.23,4
2026-03-27,North America,Insight Pro,Enterprise,2719.44,1
2026-03-27,North America,Dashboard Builder,SMB,278.35,5
2026-03-28,North America,Insight Pro,Enterprise,5312.74,2
2026-03-28,North America,Dashboard Builder,Mid-Market,2034.56,3
2026-03-28,Europe,Data Connector,SMB,365.9,1
2026-03-28,Europe,Analytics Suite,SMB,296.82,1
2026-03-28,North America,Analytics Suite,SMB,236.07,2
2026-03-28,APAC,Dashboard Builder,Enterprise,3651.65,2
2026-03-28,North America,Data Connector,Enterprise,5229.79,1
2026-03-28,North America,Dashboard Builder,SMB,343.8,1
2026-03-28,Europe,Data Connector,SMB,408.96,3
2026-03-28,North America,Analytics Suite,Mid-Market,1740.72,4
2026-03-29,North America,Data Connector,Mid-Market,1499.91,1
2026-03-29,North America,Insight Pro,Enterprise,2949.75,1
2026-03-29,Europe,Data Connector,SMB,368.73,3
2026-03-29,APAC,Data Connector,SMB,340.5,2
2026-03-29,LATAM,Dashboard Builder,SMB,371.76,4
2026-03-29,APAC,Dashboard Builder,SMB,346.23,2
2026-03-29,LATAM,Dashboard Builder,Enterprise,3249.98,2
2026-03-29,North America,Analytics Suite,SMB,457.84,1
2026-03-29,North America,Data Connector,Enterprise,5567.49,1
2026-03-30,Europe,Dashboard Builder,Enterprise,3620.68,1
2026-03-30,North America,Insight Pro,Mid-Market,1437.21,1
2026-03-31,APAC,Dashboard Builder,Enterprise,4761.15,2
